total_enthalpy,free_energy,homo,lumo,gap
-41.3346938,-41.28026093,-0.383286524,-0.312729287,0.070932026
-30.3132025,-25.83917695,-0.426156222,-0.252815854,0.160949234
-43.09565477,-42.61230331,-0.39025638,-0.28961053,0.112039609
-31.08275665,-28.48054861,-0.419442786,-0.234337469,0.18335489
-35.10706849,-34.7338949,-0.389243139,-0.228880148,0.146881516
-27.73103568,-27.39235523,-0.348521607,-0.226468458,0.130219787
-55.16245166,-55.19798478,-0.344669572,-0.250081014,0.110263431
-33.11790705,-32.76869312,-0.386395512,-0.204549966,0.175519101
-38.45287534,-38.25664167,-0.379499279,-0.228242636,0.146724619
-38.41433181,-38.19160938,-0.386728625,-0.27490181,0.120123665
-46.99955407,-47.35244392,-0.368293457,-0.305034037,0.059231951
-34.77593113,-34.49233104,-0.365414607,-0.240594505,0.127412486
-33.46803409,-33.52239633,-0.372918444,-0.272361141,0.098586913
-43.605611,-43.86520701,-0.326669851,-0.221993752,0.105500645
-30.25437594,-30.41724572,-0.374276472,-0.210260987,0.160408096
-27.16875229,-27.44114577,-0.373057337,-0.209062069,0.160614477
-41.62495423,-41.34261635,-0.378138087,-0.270439921,0.117263104
-47.97928999,-48.43601518,-0.364603136,-0.294804002,0.064768189
-57.94208545,-58.52808017,-0.376607487,-0.231871467,0.140343191
-28.05486961,-28.04546636,-0.382896979,-0.212000366,0.172403561
-36.728917,-36.52225401,-0.364822598,-0.225481135,0.142268661
-30.72819305,-30.29769661,-0.363003519,-0.225042483,0.139811739
-25.70097811,-25.26725537,-0.371493635,-0.283608321,0.093309878
-31.93803301,-31.53273015,-0.416094185,-0.305858085,0.112624844
-38.79772534,-39.3191916,-0.36814447,-0.277085606,0.093331706
-27.54250898,-27.27418104,-0.36831496,-0.211315461,0.158523647
-42.18109514,-42.12034421,-0.367255248,-0.235695026,0.130712516
-26.83476724,-22.57991982,-0.398280074,-0.264447533,0.128416074
-41.85801918,-42.00247535,-0.366168794,-0.230213151,0.133601233
-34.68679706,-33.9073208,-0.357058192,-0.21658789,0.136684395
-34.27522988,-33.97711155,-0.363683063,-0.215265706,0.143380298
-41.82600767,-42.24734978,-0.341476728,-0.252302233,0.093946418
-46.07009399,-46.48610654,-0.341537903,-0.273215084,0.065447569
-42.62903938,-42.67264243,-0.344785108,-0.214723537,0.124411111
-35.32538074,-35.53455286,-0.375966017,-0.268144199,0.113388181
-39.68764597,-39.86000077,-0.345110049,-0.278747509,0.065821116
-40.09190589,-39.47931244,-0.367083518,-0.207438235,0.161870173
-33.57327561,-33.13337781,-0.355747691,-0.219927719,0.132723695
-26.02713394,-19.57069884,-0.362302292,-0.189124245,0.170428768
-23.9511066,-20.44266073,-0.404406361,-0.241401628,0.163896013
-36.97591718,-37.23151805,-0.39351861,-0.263631467,0.128785905
-50.30291238,-50.56270696,-0.405771843,-0.287997733,0.117197652
